rank,parent_institution,urls_scanned,reachable,coverage_pct
1305,Sterling and Francine Clark Art Institute,1,1,100.0
1306,Clatsop Community College,1,1,100.0
1307,Clearwater Christian College,1,0,0.0
1308,Clinch Valley College,1,0,0.0
1309,Clinton College,1,1,100.0
1310,Chabot-Las Positas Community College District,1,0,0.0
1311,Central Louisiana Technical College,1,0,0.0
1312,"Christian Leadership University Online Bible College, Online Christian Colleges, and Christian Theology Seminaries",1,0,0.0
1313,Central Maine Community College,1,1,100.0
1314,Copper Mountain Community College,1,1,100.0
1315,Copper Mountain College,1,0,0.0
1316,Central Maine Medical Center College of Nursing and Health Professions,1,0,0.0
1317,University of Central Missouri,1,0,0.0
1318,College of Mount Saint Vincent,1,0,0.0
1319,Welcome to Central Nursing College,1,0,0.0
1320,Vocational College,1,1,100.0
1321,Welcome to Central New Mexico Community College,1,1,100.0
1322,College of New Rochelle,1,0,0.0
1323,California National University,1,0,0.0
1324,Coastal Carolina Community College,1,1,100.0
1325,Cobb Beauty College,1,0,0.0
1326,Central Oregon Community College,1,0,0.0
1327,Coffeyville Community College,1,1,100.0
1328,Coleman University,1,0,0.0
1329,College for Creative Studies,1,1,100.0
1330,"Design Training, Game Production School, Arizona Design Colleges",1,0,0.0
1331,University of Colorado Health Sciences Center,1,1,100.0
1332,An Online University with Unlimited Possibilities,1,0,0.0
1333,Columbia College Hollywood,1,1,100.0
1334,Columbia College (SC),1,0,0.0
1335,Columbia Evangelical Seminary,1,0,0.0
1336,Northwestern Connecticut Community College,1,0,0.0
1337,Community Business College,1,0,0.0
1338,Welcome to Compass College of Cinematic Arts,1,1,100.0
1339,El Camino College-Compton Center,1,0,0.0
1340,Future University,1,0,0.0
1341,Welcome to Concord University,1,1,100.0
1342,Your Ontario Community College for Full & Part Time Studies,1,0,0.0
1343,Contra Costa College,1,1,100.0
1344,Coppin State University,1,1,100.0
1345,Cornell College,1,0,0.0
1346,Corning Community College,1,1,100.0
1347,Cornish College of the Arts,1,1,100.0
1348,State University of New York College at Cortland,1,1,100.0
1349,Central Ohio Technical College,1,1,100.0
1350,College of the Ouachitas,1,0,0.0
1351,Welcome to CPCC â Central Piedmont Community College,1,0,0.0
1352,Business College Johnstown,1,0,0.0
1353,The Salvation Army College for Officer Training at Crestmont,1,1,100.0
1354,Court Reporting Institute,1,0,0.0
1355,| Court Reporting Institute of Louisiana,1,0,0.0
1356,Crimson Technical Aviation College,1,0,0.0
1357,Crossroads Bible College,1,1,100.0
1358,Crossroads College,1,1,100.0
1359,Private Christian College,1,0,0.0
1360,"California State University, Fresno",1,1,100.0
1361,California State Christian University,1,0,0.0
1362,College of St. Joseph,1,0,0.0
1363,College of Saint Mary,1,1,100.0
1364,The College of St. Scholastica,1,1,100.0
1365,The College of Saint Thomas More adds Saint John Fisher as its co,1,0,0.0
1366,Welcome to Chicago State University,1,1,100.0
1367,California State Polytechnic University,1,0,0.0
1368,The Colorado State University System,1,1,100.0
1369,South Puget Sound Community College,1,0,0.0
1370,Lincoln Culinary Institute,1,1,100.0
1371,Cambridge Technical Institute,1,1,100.0
1372,Christian Theological Seminary,1,1,100.0
1373,Continental Theological Seminary,1,1,100.0
1374,Welcome to the Catholic University of America,1,1,100.0
1375,University of Colorado Anschutz Medical,1,1,100.0
1376,California University of Business and Techology (CUBT) Home Page,1,0,0.0
1377,Columbia Union College,1,0,0.0
1378,University of Colorado at Denver,1,0,0.0
1379,Undergraduate Degrees and Academic Programs for a Great College Education,1,1,100.0
1380,Curtin University,1,1,100.0
1381,The Curtis Institute of Music,1,1,100.0
1382,California University of Science and Medicine,1,1,100.0
1383,The College of Westchester,1,1,100.0
1384,Danville Area Community College,1,1,100.0
1385,Dade Medical College,1,0,0.0
1386,Dallas Institute of Funeral Service Education Mortuary Profession School Dallas Texas,1,1,100.0
1387,Dana College,1,0,0.0
1388,Darton State College,1,0,0.0
1389,Davis Applied Technology College,1,0,0.0
1390,Davidson County Community College,1,0,0.0
1391,Davis College,1,0,0.0
1392,Davis College > Home,1,1,100.0
1393,Dawn Career Institute,1,1,100.0
1394,Tennessee Career Colleges,1,0,0.0
1395,Dayspring Bible College & Seminary,1,0,0.0
1396,Welcome to Daytona College,1,1,100.0
1397,University of Dubuque,1,1,100.0
1398,Detroit Baptist Theological Seminary,1,1,100.0
1399,Duluth Business University,1,0,0.0
1400,Dominican University of California,1,1,100.0
1401,Dallas County Community College,1,1,100.0
1402,Delhi Technological University,1,0,0.0
1403,DCI Career Institute,1,0,0.0
1404,Welcome to DCT University Center Switzerland,1,0,0.0
1405,Deakin University,1,0,0.0
1406,Welcome to De Anza College,1,1,100.0
1407,The Defiance College,1,1,100.0
1408,San Joaquin Delta College,1,1,100.0
1409,Delaware Valley College,1,0,0.0
1410,Denmark Technical College,1,1,100.0
1411,Welcome to DeSales University,1,1,100.0
1412,"Concordia College, Moorhead, Minn.",1,1,100.0
1413,On Campus & Online College Degree Programs,1,1,100.0
1414,DIA UNIVERSITY,1,0,0.0
1415,Digital University of America + Peace University,1,1,100.0
1416,Design Institute of San Diego,1,1,100.0
1417,Dixie State College of Utah,1,1,100.0
1418,Defense Language Institute Foreign Language Center,1,1,100.0
1419,Lipscomb University,1,0,0.0
1420,Computer Animation College,1,0,0.0
1421,DMART INSTITUTE,1,0,0.0
1422,DOW MEDICAL COLLEGE ALUMNI,1,0,0.0
1423,Dubai Medical College for Girls,1,1,100.0
1424,Welcome to Dayanand Medical College & Hospital (DMC&H),1,1,100.0
1425,Dordt College,1,1,100.0
1426,Welcome to Dover Business College,1,0,0.0
1427,DoveStar Institute,1,0,0.0
1428,Dowling College,1,0,0.0
1429,SUNY Downstate Health Sciences University,1,0,0.0
1430,Dubai Pharmacy College,1,1,100.0
1431,.. Drake College of Business ..  - Home,1,0,0.0
1432,Disciples Seminary Foundation,1,1,100.0
1433,Dabney S Lancaster Community College,1,0,0.0
1434,University of Denver,1,1,100.0
1435,Alfred Nobel University of Economics and Law,1,0,0.0
1436,Duff\'s Business Institute is now Everest Institute,1,0,0.0
1437,Welcome To Duke University Press,1,1,100.0
1438,St. Joseph\'s Seminary,1,1,100.0
1439,Durham Technical Community College,1,0,0.0
1440,Daniel Webster College,1,0,0.0
1441,Divine Word College,1,1,100.0
1442,D'Youville College,1,1,100.0
1443,Padmashree Dr. D.Y. Patil University,1,1,100.0
1444,Utah College,1,1,100.0
1445,Eastern College,1,0,0.0
1446,Eastfield College,1,0,0.0
1447,Emmanuel College,1,0,0.0
1448,Indian Institute of Ecology and Environment,1,1,100.0
1449,The Institute of Ecotechnics,1,1,100.0
1450,Emmanuel Christian Seminary,1,0,0.0
1451,Edmonds Community College,1,0,0.0
1452,Eden Theological Seminary,1,1,100.0
1453,EDIC College,1,0,0.0
1454,Edison State College,1,0,0.0
1455,Edison State Community College,1,1,100.0
1456,EDP College,1,0,0.0
1457,Welcome to Eastern Gateway Community College,1,1,100.0
1458,Eastern Iowa Community College District,1,1,100.0
1459,Allied Health College & School,1,1,100.0
1460,Eastern Idaho Technical College,1,0,0.0
1461,Welcome to East Los Angeles College,1,1,100.0
1462,El Centro College,1,0,0.0
1463,Electronic Learning Institute > Home,1,0,0.0
1464,Elim Bible Institute,1,1,100.0
1465,Ellis University,1,0,0.0
1466,Embry Riddle Aeronautical University,1,0,0.0
1467,Eastern Nazarene College,1,1,100.0
1468,Earthnet Institute is a nonprofit organization working to ameilorate global issues through research and partnerships.,1,0,0.0
1469,Eastern New Mexico University-Roswell,1,1,100.0
1470,Eastern Oklahoma State College,1,1,100.0
1471,Eastern Oregon University,1,0,0.0
1472,Epic Bible College,1,1,100.0
1473,Erie Institute of Technology,1,1,100.0
1474,Welcome to Elaine Steven Beauty College,1,0,0.0
1475,State University of New York Empire State College,1,1,100.0
1476,Enterprise State Community College,1,1,100.0
1477,About Escondido Bible College,1,0,0.0
1478,East Stroudsburg State University of Pennsylvania,1,1,100.0
1479,ETI Technical College of Niles,1,1,100.0
1480,Evangel Theological Seminary,1,1,100.0
1481,EVANGELIA UNIVERSITY,1,1,100.0
1482,Evangelical Seminary,1,1,100.0
1483,Evangelical Theological Seminary,1,1,100.0
1484,University of Evansville,1,1,100.0
1485,Evergreen Valley College,1,1,100.0
1486,Everest College,1,0,0.0
1487,Everest College Phoenix,1,0,0.0
1488,Everest Institute,1,0,0.0
1489,Online Degrees & Classes through Everest University Online,1,0,0.0
1490,The Evergreen State College,1,1,100.0
1491,Edward Waters University,1,1,100.0
1492,East West Institute of Technology,1,0,0.0
1493,"Expression College for Digital Arts â Sound, Motion Graphics, Animation and Visual Effects, Game Art Design, Interactive Audio, and Digital Filmmaking School",1,0,0.0
1494,Welcome to Fairfield University,1,1,100.0
1495,Faith Evangelical College and Seminary,1,0,0.0
1496,The University of Maine Farmington,1,1,100.0
1497,Fashion Careers College,1,0,0.0
1498,James H Faulkner State Community College,1,0,0.0
1499,Franklin College Switzerland,1,0,0.0
1500,Florida Christian College,1,0,0.0
1501,"Integrative Medicine, chinese Medicine, Florida College of Integrative Medicine",1,1,100.0
1502,First Coast Technical College,1,1,100.0
1503,Fond du Lac Tribal and Community College,1,1,100.0
1504,Felician College,1,1,100.0
1505,Fergusson College,1,1,100.0
1506,Florida Hospital College of Health Sciences,1,0,0.0
1507,The Franklin Institute,1,1,100.0
1508,The University of Findlay,1,1,100.0
1509,Finlandia University,1,0,0.0
1510,Five Colleges,1,1,100.0
1511,Florida Keys Community College,1,0,0.0
1512,Tallahassee Community College,1,0,0.0
1513,State University System of Florida,1,1,100.0
1514,Fletcher Technical Community College,1,0,0.0
1515,Florida Memorial College,1,1,100.0
1516,Welcome to Florida Medical Training Institute,1,1,100.0
1517,Florida Metropolitan University (FMU) Online is now Everest University Online,1,0,0.0
1518,Welcome to Fontys University of Applied Sciences,1,1,100.0
1519,Forest Institute,1,0,0.0
1520,Forrest College,1,1,100.0
1521,Foundations Bible College & Theological Seminary,1,1,100.0
1522,Fountainhead College of Technology in Knoxville TN,1,0,0.0
1523,Fox College,1,1,100.0
1524,Fort Peck Community College,1,1,100.0
1525,Frank Phillips College,1,1,100.0
1526,Saint Francis University,1,1,100.0
1527,THE FRANKLIN CAREER INSTITUTE,1,0,0.0
1528,Feather River Community College District,1,1,100.0
1529,State University of New York College at Fredonia,1,1,100.0
1530,Fresno City College,1,1,100.0
1531,Fitchburg State College,1,0,0.0
1532,The Florida State University,1,1,100.0
1533,Five Towns College,1,1,100.0
1534,Florida Technical College,1,1,100.0
1535,Frederick Taylor University,1,1,100.0
1536,Flathead Valley Community College,1,1,100.0
1537,Free Will Baptist Bible College,1,0,0.0
1538,Galen College,1,1,100.0
1539,Garden City College of science and management studies,1,0,0.0
1540,GateWay Community College,1,1,100.0
1541,Gavilan College,1,1,100.0
1542,Great Basin College,1,1,100.0
1543,GRACE BIBLE COLLEGE,1,0,0.0
1544,Glendale University,1,1,100.0
1545,Garden City Community College,1,1,100.0
1546,Gretna Career College,1,0,0.0
1547,Gloucester County College,1,0,0.0
1548,Welcome to Grace College of Divinity,1,0,0.0
1549,Georgia Career Institute,1,1,100.0
1550,State University of New York College at Geneseo,1,1,100.0
1551,Germanna Community College,1,1,100.0
1552,George Fox College,1,0,0.0
1553,Graduate Institute of Applied Linguistics,1,0,0.0
1554,Gibbs College  Boston,1,0,0.0
1555,"Gibbs College in Livingston, New Jersey  College Programs for the Career Minded Student",1,0,0.0
1556,Career Focused Programs at Gibbs College Cranston,1,0,0.0
1557,Girard College,1,1,100.0
1558,Welcome to GITAM University,1,1,100.0
1559,Great Lakes Christian College > Home,1,1,100.0
1560,Welcome to the Global Language Institute,1,0,0.0
1561,Globe Institute of Technology,1,0,0.0
1562,Gurukul Lutheran Theological College & Research Institute,1,1,100.0
1563,GMI Engineering and Management Institute,1,0,0.0
1564,Welcome to George Mason University,1,1,100.0
1565,Baptist Bible College Home,1,0,0.0
1566,"Columbia College, Sonora California. A California Community College in the Sierra Foothills",1,1,100.0
1567,Goddard College,1,0,0.0
1568,Golf Colleges,1,0,0.0
1569,"Golf Schools, Golf Colleges",1,1,100.0
1570,Lakeshore Technical College,1,1,100.0
1571,Georgia Perimeter College,1,0,0.0
1572,Grace University,1,1,100.0
1573,Grand Teton University Home Page,1,1,100.0
1574,Granite State College,1,1,100.0
1575,Grayson College,1,1,100.0
1576,Great Bay Community College,1,1,100.0
1577,Greenleaf University Online Degree Programs,1,0,0.0
1578,Green Mountain College,1,0,0.0
1579,Welcome to Green River Community College,1,1,100.0
1580,Griggs University,1,1,100.0
1581,Grossmont College,1,1,100.0
1582,Good Samaritan College of Nursing,1,1,100.0
1583,The General Theological Seminary,1,1,100.0
1584,Guardian College,1,0,0.0
1585,Gulf Coast State College,1,1,100.0
1586,Fortis College in Tampa Florida,1,1,100.0
1587,Hagerstown Maryland University Degrees,1,0,0.0
1588,Hagerstown Community College,1,1,100.0
1589,"Beauty School, Cosmetology & Hair College",1,0,0.0
1590,Hallmark College,1,1,100.0
1591,Hallmark University,1,1,100.0
1592,Online University Degrees and,1,0,0.0
1593,Harcum College,1,0,0.0
1594,Hargrave Military Academy – The Premier Military Boarding School,1,1,100.0
1595,Welcome to the Harid Conservatory,1,1,100.0
1596,Harper College,1,1,100.0
1597,"Harrington College of Design â Interior Design Program, Digital Photography, Graphic Design & Interior Design Schools",1,0,0.0
1598,University of Hartford,1,1,100.0
1599,Welcome to Hartnell College!!,1,1,100.0
1600,Welcome to Harvest Bible University,1,1,100.0
1601,Hellenic American University,1,1,100.0
1602,University of Hawaii at Manoa,1,1,100.0
1603,Hawaii Tokai International College,1,0,0.0
1604,Haywood Community College,1,1,100.0
1605,Hillsdale Free Will Baptist College,1,1,100.0
1606,Hellenic College and Holy Cross Greek Orthodox,1,1,100.0
1607,Huntington College of Health Sciences,1,0,0.0
1608,Health Career Institute,1,1,100.0
1609,Heritage Christian University,1,1,100.0
1610,"Health Works Institute, Massage Therapy and Esthetics Program",1,0,0.0
1611,Heartland Community College,1,1,100.0
1612,Heartland Baptist Bible College,1,1,100.0
1613,Hebron University,1,1,100.0
1614,Heidelberg University,1,1,100.0
1615,Hennepin Technical College ~,1,1,100.0
1616,Heritage College,1,1,100.0
1617,Heritage Bible College,1,1,100.0
1618,- Heritage Institute of Technology -   - Home,1,1,100.0
1619,Herzing University Online,1,1,100.0
1620,New Hampshire Colleges,1,0,0.0
1621,Holy Family University,1,1,100.0
1622,Hibbing Community College,1,0,0.0
1623,Hickey College,1,0,0.0
1624,Hawaii College Of Oriental Medicine,1,0,0.0
1625,Welcome to Highland Community College,1,1,100.0
1626,Welcome to Hill College,1,1,100.0
1627,ç§è·ç¥å­¸é¢ Christian Ministry Institute,1,0,0.0
1628,Welcome to H. L. College of Commerce,1,1,100.0
1629,Holy Names University,1,1,100.0
1630,Ohio Technical College,1,1,100.0
1631,The Heritage Institute,1,1,100.0
1632,Holmes Bible College,1,1,100.0
1633,Homeopathic College of Canada,1,0,0.0
1634,Welcome to Hood Theological Seminary,1,1,100.0
1635,"California State University, Long Beach",1,1,100.0
1636,University of Houston System,1,0,0.0
1637,State University of New York Downstate Medical Center,1,0,0.0
1638,State University of New York Health Sience Centre Syracuse,1,0,0.0
1639,Hebrew Theological College,1,1,100.0
1640,Hawaii Technology Institute,1,0,0.0
1641,Hypnosis Training College,1,1,100.0
1642,Marshalltown Community College,1,1,100.0
1643,Welcome to IBAIS University,1,0,0.0
1644,International Business College,1,0,0.0
1645,International Baptist College,1,0,0.0
1646,International College of Broadcasting,1,0,0.0
1647,International City Beauty College,1,0,0.0
1648,On Campus & Online College Degrees,1,0,0.0
1649,The Institute of Contemporary Psychoanalysis,1,1,100.0
1650,Institute for Creation Research Education,1,1,100.0
1651,Seminary of the Immaculate Conception,1,1,100.0
1652,Construction School Brooklyn NY Technical School Institute of Design & Construction,1,1,100.0
1653,"Masters and postgraduates Barcelona. MBA, in company courses, on line courses, Executive Education, IDEC Pompeu Fabra University",1,0,0.0
1654,Interior Designers Institute,1,1,100.0
1655,Island Drafting and Technical Institute – Associate Degrees in Drafting and Electronics,1,1,100.0
1656,International Institute of Cosmetology,1,0,0.0
1657,Welcome to Indian Institute of Foreign Trade,1,0,0.0
1658,Ilisagvik College,1,1,100.0
1659,University of Illinois at Urbana-Champaign,1,1,100.0
1660,Welcome to ILS Law College,1,1,100.0
1661,Indiana Baptist College // Welcome,1,0,0.0
1662,INHA University,1,0,0.0
1663,Home â InovaTech College of Business and Technology,1,0,0.0
1664,The Institute of Technology,1,0,0.0
1665,IntelliTec College - Grand Junction,1,1,100.0
1666,Intercollege,1,0,0.0
1667,Interface College,1,0,0.0
1668,International College of Cosmetology » Financial Aid Available to those who qualify! Evening Classes Available.,1,0,0.0
1669,Iona College,1,1,100.0
1670,University of Windsor,1,0,0.0
1671,INSTITUTE OF THERAPEUTIC MASSAGE LIMA,1,0,0.0
1672,Welcome to International Open University,1,1,100.0
1673,Indiana University/Purdue University at Fort Wayne,1,0,0.0
1674,Institute of Productivity & Management,1,1,100.0
1675,Institute of Production & Recording,1,0,0.0
1676,Institute for the Psychological Sciences,1,0,0.0
1677,Irene\'s Myomassology Institute,1,1,100.0
1678,Irvine University,1,0,0.0
1679,University of Southern California,1,1,100.0
1680,Itasca Community College,1,0,0.0
1681,Institute of Taoist Education and Acupuncture,1,1,100.0
1682,Ithaca College,1,1,100.0
1683,ITI Technical College,1,1,100.0
1684,"Institut Teknologi Pertama, Pertama Institute of Technology, Malaysia",1,0,0.0
1685,International Theological Seminary,1,0,0.0
1686,ITT Technical Institute,1,0,0.0
1687,Institute of Textile Technology,1,0,0.0
1688,Indiana University East,1,1,100.0
1689,International University of Fundamental Studies,1,0,0.0
1690,Indiana University at Kokomo,1,1,100.0
1691,Indiana University Northwest,1,1,100.0
1692,Indiana University/Purdue University at Columbus,1,1,100.0
1693,Indiana University Southeast,1,1,100.0
1694,Iowa Western Community College,1,1,100.0
1695,The Institute of World Politics,1,1,100.0
1696,The Institute for Worship Studies â Forming Servant Leaders in Christian Worship Renewal,1,1,100.0
1697,Jacksonville College-Main,1,0,0.0
1698,Welcome to Jamestown Business College!,1,0,0.0
1699,Johnson Bible College,1,1,100.0
1700,Jamnalal Bajaj Institute of Management Studies,1,1,100.0
1701,Jamestown College,1,0,0.0
1702,Jefferson College of Health Sciences,1,0,0.0
1703,Jones County Junior College,1,1,100.0
1704,William Jessup University,1,1,100.0
1705,Jordan Evangelical Theological Seminary,1,1,100.0
1706,William Jewell College,1,1,100.0
1707,The Johns Hopkins University Applied Physics Laboratory,1,1,100.0
1708,Mohammad Ali Jinnah University,1,1,100.0
1709,Jiwaji University,1,1,100.0
1710,Welcome to JAMAL MOHAMED COLLEGE (Autonomous),1,1,100.0
1711,José María Vargas University,1,1,100.0
1712,Jawaharlal Nehru Medical College,1,1,100.0
1713,JOHN PAUL II INSTITUTE,1,1,100.0
1714,Welcome to Johnston Community College,1,0,0.0
1715,Jones College,1,0,0.0
1716,Jones International University,1,0,0.0
1717,John Tyler Community College,1,0,0.0
1718,The Jewish Theological Seminary,1,1,100.0
1719,Jacksonville University,1,0,0.0
1720,Online University Degree Programs,1,0,0.0
1721,Kendall College of Art and Design,1,0,0.0
1722,Kansas City College and Bible School,1,0,0.0
1723,Southcentral Kentucky Community and Technical College,1,1,100.0
1724,Kansas City University of Medicine and Biosciences,1,0,0.0
1725,The Keeter Center at College of the Ozarks,1,1,100.0
1726,Kendall College in Chicago IL,1,0,0.0
1727,Kensington College,1,0,0.0
1728,Kenyon College,1,1,100.0
1729,Kestrel Institute,1,1,100.0
1730,Welcome to Keuka College,1,1,100.0
1731,National Aerospace University Kharkov Aviation Institute,1,1,100.0
1732,Kilian Community College – An affordable University in Sioux Falls,1,0,0.0
1733,The King\'s College,1,1,100.0
1734,Kingston College,1,0,0.0
1735,The King\'s University,1,0,0.0
1736,Kavikulguru Institute Of Technology And Science,1,1,100.0
1737,K.L.N. College of Engineering,1,1,100.0
1738,Knox Theological Seminary,1,1,100.0
1739,Knoxville College,1,1,100.0
1740,Kongu Engineering College,1,1,100.0
1741,Welcome to K.S.Rangasamy College of Arts & Science(Autonomous),1,1,100.0
1742,The University of Kansas,1,1,100.0
1743,University of Kansas,1,1,100.0
1744,Kuwait University,1,0,0.0
1745,Kanawha Valley Community and Technical College,1,0,0.0
1746,Mount St. Mary's College California,1,0,0.0
1747,Labette Community College,1,1,100.0
1748,Southern California University of Health Sciences,1,1,100.0
1749,Los Angeles Community College District,1,1,100.0
1750,Louisiana College,1,0,0.0
1751,Louisiana Delta Community College,1,1,100.0
1752,LADO College,1,1,100.0
1753,LaGrange College,1,1,100.0
1754,Los Angeles Harbor College,1,1,100.0
1755,Lake Erie College,1,0,0.0
1756,Welcome to Lake Forest College,1,1,100.0
1757,Welcome to Lakeland College,1,1,100.0
1758,Lake Land College,1,1,100.0
1759,Lakeview College of Nursing,1,1,100.0
1760,Lakewood College,1,0,0.0
1761,Lamar University,1,1,100.0
1762,Lamar Community College,1,1,100.0
1763,Lamar State College-Port Arthur,1,1,100.0
1764,Lamar State College,1,0,0.0
1765,Los Angeles Mission College,1,1,100.0
1766,Lamson College,1,0,0.0
1767,Lancaster General College,1,0,0.0
1768,Lancaster Theological Seminary,1,1,100.0
1769,Lander University,1,1,100.0
1770,Landmark College,1,1,100.0
1771,Laney College,1,1,100.0
1772,Eugene Lang College,1,0,0.0
1773,Langston University,1,1,100.0
1774,"Lanier Technical College, a Unit of the Technical College System of Georgia",1,0,0.0
1775,Los Angeles College,1,1,100.0
1776,Laredo Community College,1,0,0.0
1777,Welcome to La Roche College!,1,1,100.0
1778,Los Angeles Southwest College,1,1,100.0
1779,Lasell College,1,1,100.0
1780,La Sierra University,1,1,100.0
1781,Las Positas College,1,1,100.0
1782,Lassen Community College,1,1,100.0
1783,Louisiana Tech University,1,0,0.0
1784,Los Angeles Trade Technical College,1,1,100.0
1785,LEBANESE AMERICAN UNIVERSITY,1,0,0.0
1786,Laurel University,1,0,0.0
1787,Laurus Technical Institute,1,0,0.0
1788,Laurus College,1,1,100.0
1789,Los Angeles Valley College,1,1,100.0
1790,University of La Verne,1,1,100.0
1791,Lawrence University,1,1,100.0
1792,Lawson State Community College,1,1,100.0
1793,LAWTON CAREER INSTITUTE,1,0,0.0
1794,Long Beach City College,1,1,100.0
1795,Little Big Horn College,1,0,0.0
1796,Liberty Baptist Theological Seminary and Graduate School,1,0,0.0
1797,Louisiana Baptist University and Theological Seminary,1,1,100.0
1798,Lansing Community College,1,1,100.0
1799,Lehigh Carbon Community College,1,1,100.0
1800,Lewis and Clark College,1,1,100.0
1801,Lac Courte Oreilles Ojibwa Community College,1,1,100.0
1802,Lewis-Clark State College,1,1,100.0
1803,Louisiana Community and Technical College System,1,0,0.0
1804,Lubbock Christian University,1,1,100.0
1805,Life Christian University,1,1,100.0
1806,Latter-day Saints Business College,1,0,0.0
1807,Lee College,1,1,100.0
1808,Lee University,1,1,100.0
1809,Lehigh University,1,1,100.0
1810,Lehigh Valley College,1,0,0.0
1811,Lehman College,1,1,100.0
1812,Leiden University,1,1,100.0
1813,Le Moyne College,1,1,100.0
1814,Lenoir Community College,1,1,100.0
1815,LOGOS Evangelical Seminary.,1,1,100.0
1816,LeTourneau University,1,1,100.0
1817,Lewis College of Business,1,0,0.0
1818,Lewis University,1,0,0.0
1819,Lexington College,1,0,0.0
1820,Lexington Theological Seminary,1,1,100.0
1821,Lord Fairfax Community College,1,0,0.0
1822,Lock Haven University of Pennsylvania,1,0,0.0
1823,Long Island Barber Institute,1,0,0.0
1824,Liberty University Christian College Education,1,1,100.0
1825,LONG ISLAND BUSINESS INSTITUTE,1,0,0.0
1826,"California State University, Northridge",1,1,100.0
1827,Life University,1,1,100.0
1828,Life Pacific College (LIFE Bible College),1,1,100.0
1829,Life Chiropractic College West,1,1,100.0
1830,Laboratory Institute of Merchandising,1,1,100.0
1831,Limestone College,1,1,100.0
1832,Lincoln University San Francisco,1,1,100.0
1833,Lincoln Christian University,1,0,0.0
1834,Lincoln College IL,1,1,100.0
1835,Lincoln Institute of Land Policy > Home,1,1,100.0
1836,Accredited Online College,1,1,100.0
1837,Lindenwood University,1,1,100.0
1838,Northwest Lineman College,1,1,100.0
1839,Linfield College,1,1,100.0
1840,Linn-Benton Community College,1,1,100.0
1841,Linn State Technical College,1,0,0.0
1842,Lamar Institute of Technology,1,1,100.0
1843,Cankdeska Cikana Community College,1,1,100.0
1844,Welcome to Little Priest Tribal College,1,1,100.0
1845,Livingstone College,1,1,100.0
1846,Lincoln Land Community College,1,1,100.0
1847,Loma Linda University,1,1,100.0
1848,Lees-McRae College,1,1,100.0
1849,Lincoln Memorial University,1,1,100.0
1850,Logan College of Chiropractic University Programs,1,1,100.0
1851,Institute of Logistical Management,1,0,0.0
1852,Lone Star College System  Careers. Not just jobs.,1,1,100.0
1853,Colleges in Arizona,1,0,0.0
1854,Longwood University,1,0,0.0
1855,Longy School of Music of Bard College,1,1,100.0
1856,Lon Morris College,1,0,0.0
1857,Lorain County Community College,1,0,0.0
1858,Loras College Loras College,1,1,100.0
1859,Los Medanos College,1,1,100.0
1860,Los Rios Community College District,1,1,100.0
1861,Welcome to Louisburg College!,1,1,100.0
1862,University of Louisiana at Lafeyette,1,1,100.0
1863,Lourdes University,1,1,100.0
1864,Lower Columbia College,1,1,100.0
1865,Loyola University New Orleans,1,1,100.0
1866,Loyola University Maryland,1,1,100.0
1867,Louisville Presbyterian Theological Seminary,1,1,100.0
1868,Lenoir-Rhyne University,1,1,100.0
1869,Lenoir-Rhyne College,1,0,0.0
1870,Luther Rice Seminary / University / Online Seminary / Theological Seminary,1,0,0.0
1871,Lamar State College-Orange,1,1,100.0
1872,Louisiana State University and Agricultural and Mechanical College,1,1,100.0
1873,Louisiana State University at Alexandria,1,0,0.0
1874,Louisiana State University-Eunice,1,1,100.0
1875,Louisiana State University in Shreveport,1,1,100.0
1876,Lake Tahoe Community College,1,1,100.0
1877,Lutheran Theological Seminary,1,1,100.0
1878,Lutheran Theological Southern Seminary // Home,1,0,0.0
1879,Lawrence Technological University,1,1,100.0
1880,Loyola University of Chicago,1,1,100.0
1881,Luna Community College,1,1,100.0
1882,Luther College,1,1,100.0
1883,Luther Seminary,1,1,100.0
1884,Luzerne County Community College,1,1,100.0
1885,Las Vegas College is now Everest College,1,0,0.0
1886,Lebanon Valley College,1,1,100.0
1887,Lake Washington Institute of Technology,1,1,100.0
1888,Lycoming College,1,1,100.0
1889,Lynchburg College in Lynchburg,1,1,100.0
1890,Lyndon State College of Vermont,1,0,0.0
1891,Lynn University,1,1,100.0
1892,Lyon College,1,1,100.0
1893,Westfield State University,1,0,0.0
1894,MacMurray College,1,1,100.0
1895,Macalester College,1,1,100.0
1896,Moberly Area Community College,1,1,100.0
1897,MacCormac College,1,1,100.0
1898,University of Maine at Machias,1,1,100.0
1899,Macomb Community College,1,1,100.0
1900,Macon State College in Macon and Warner Robins,1,0,0.0
1901,Madison Area Technical College,1,1,100.0
1902,Madonna University,1,1,100.0
1903,College of Saint Mary Magdalen,1,0,0.0
1904,Magdalen College II,1,1,100.0
1905,University of Maine at Presque Island,1,1,100.0
1906,Malone University,1,1,100.0
1907,MidAmerica Nazarene University (MNU),1,0,0.0
1908,Manchester Community College,1,0,0.0
1909,Manhattan College,1,0,0.0
1910,Manhattan Area Technical College,1,1,100.0
1911,Manhattanville College,1,0,0.0
1912,Welcome to the official site of Manipal University(MU),1,1,100.0
1913,Mannes College The New School For Music,1,0,0.0
1914,Manor College,1,1,100.0
1915,Mansfield University of Pennsylvania,1,1,100.0
1916,"Marian University Indianapolis, a Catholic liberal arts university.",1,1,100.0
